case_id,metric_version,text_top,text_bottom,character_count,max_kanji_stroke_count,dense_kanji_count,unknown_kanji_count,main_color,font_family,font_weight,width_percent,letter_spacing,line_spacing,line_size_balance,width_fit_enabled,stroke_mode,inner_enabled,inner_color,inner_width,outer_enabled,outer_color,outer_width,total_score,total_band,displayed_apca_lc,contrast_band,contrast_fit_score,scalability_score,scalability_band,local_text_lc,background_separation_lc,fill_on_light_lc,fill_on_dark_lc,needs_local_contrast_support,current_inner_stroke_works,recommend_inner_stroke,unnecessary_inner_stroke_risk,inner_effective,outer_effective,color_family,oklch_lightness,oklch_chroma,oklch_hue,penalty_empty_text,penalty_character_count,penalty_font_weight,penalty_kanji_complexity,penalty_unknown_kanji,penalty_inner_stroke,penalty_outer_stroke,penalty_unnecessary_inner_stroke,penalty_width_transform,penalty_dense_width_interaction,penalty_letter_spacing,penalty_line_spacing,penalty_line_balance,penalty_aspect_ratio,penalty_total,dominant_penalties,core_aspect_ratio,full_aspect_ratio,effective_top_width_scale,effective_bottom_width_scale,width_transform_risk,letter_spacing_risk,line_spacing_risk,line_balance_risk,aspect_ratio_risk,feedback_tip_ja
case-0051,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,45,improve,0,critical,20,89,good,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.86,0.6,0,0.89,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0052,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,95,good,108,good,100,89,good,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.87,0.6,0,0.89,0,0,0,0,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0053,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,45,improve,0,critical,20,89,good,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0054,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,95,good,108,good,100,89,good,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,白系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0055,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,108,good,100,68,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,14,7,0,11,0,0,0,0,0,32,innerStroke|widthTransform|outerStroke,0.86,0.92,0.6,0,0.89,0,0,0,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0056,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,49,improve,0,critical,20,97,good,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.22,0.85,0,0.33,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0057,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,99,good,108,good,100,97,good,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.21,0.85,0,0.33,0,0,0,0,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0058,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,49,improve,0,critical,20,97,good,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.19,0.85,0,0.33,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0059,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,99,good,108,good,100,97,good,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.18,0.85,0,0.33,0,0,0,0,白系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0060,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,79,adjust,108,good,100,76,acceptable,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,14,7,0,3,0,0,0,0,0,24,innerStroke|outerStroke|widthTransform,1.22,1.13,0.85,0,0.33,0,0,0,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0061,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,50,improve,0,critical,20,99,good,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,aspectRatio,1.44,1.44,1,0,0,0,0,0,0.11,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0062,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,100,good,108,good,100,99,good,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,aspectRatio,1.44,1.41,1,0,0,0,0,0,0.09,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0063,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,50,improve,0,critical,20,100,good,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,aspectRatio,1.44,1.37,1,0,0,0,0,0,0.07,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0064,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,100,good,108,good,100,100,good,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,aspectRatio,1.44,1.35,1,0,0,0,0,0,0.06,白系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0065,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,79,adjust,108,good,100,79,acceptable,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,14,7,0,0,0,0,0,0,0.1,21.1,innerStroke|outerStroke|aspectRatio,1.44,1.26,1,0,0,0,0,0,0.01,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0066,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,46,improve,0,critical,20,91,good,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,1.6,8.6,widthTransform|aspectRatio,1.73,1.73,1.2,0,0.44,0,0,0,0.27,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0067,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,96,good,108,good,100,92,good,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,1.4,8.4,widthTransform|aspectRatio,1.73,1.68,1.2,0,0.44,0,0,0,0.24,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0068,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,46,improve,0,critical,20,92,good,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,1.3,8.3,widthTransform|aspectRatio,1.73,1.61,1.2,0,0.44,0,0,0,0.21,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0069,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,96,good,108,good,100,92,good,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,0,0,0,7,0,0,0,0,1.1,8.1,widthTransform|aspectRatio,1.73,1.58,1.2,0,0.44,0,0,0,0.19,白系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0070,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,108,good,100,71,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,14,7,0,7,0,0,0,0,0.6,28.6,innerStroke|outerStroke|widthTransform,1.73,1.43,1.2,0,0.44,0,0,0,0.1,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0071,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,43,improve,0,critical,20,86,good,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,2.6,13.6,widthTransform|aspectRatio,2.02,2.02,1.4,0,0.89,0,0,0,0.44,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0072,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,94,good,108,good,100,87,good,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,2.4,13.4,widthTransform|aspectRatio,2.02,1.95,1.4,0,0.89,0,0,0,0.4,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0073,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,44,improve,0,critical,20,87,good,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,2.1,13.1,widthTransform|aspectRatio,2.02,1.86,1.4,0,0.89,0,0,0,0.35,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0074,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,94,good,108,good,100,87,good,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,0,0,0,11,0,0,0,0,1.9,12.9,widthTransform|aspectRatio,2.02,1.81,1.4,0,0.89,0,0,0,0.32,白系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0075,metric-rules-v1.3.0,OK,,2,0,0,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,108,good,100,67,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,0,0,0,0,14,7,0,11,0,0,0,0,1.2,33.2,innerStroke|widthTransform|outerStroke,2.02,1.6,1.4,0,0.89,0,0,0,0.2,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0076,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,10,improve,0,critical,20,39,critical,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,8,14,16,0,0,0,0,11,7,0,0,2.5,2.6,61.1,kanjiComplexity|fontWeight|widthTransform,0.59,0.59,0.6,0.6,0.89,0,0,0.31,0.43,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0077,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,60,improve,108,good,100,39,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,8,14,16,0,0,0,0,11,7,0,0,2.5,2.4,60.9,kanjiComplexity|fontWeight|widthTransform,0.59,0.6,0.6,0.6,0.89,0,0,0.31,0.4,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0078,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,10,improve,0,critical,20,39,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,8,14,16,0,0,0,0,11,7,0,0,2.5,2.2,60.6,kanjiComplexity|fontWeight|widthTransform,0.59,0.62,0.6,0.6,0.89,0,0,0.31,0.36,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0079,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,60,improve,108,good,100,39,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,0,0,0,11,7,0,0,2.5,2,60.5,kanjiComplexity|fontWeight|widthTransform,0.59,0.63,0.6,0.6,0.89,0,0,0.31,0.34,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0080,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,50,improve,108,good,100,19,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,14,7,0,11,7,0,0,2.5,1.3,80.8,kanjiComplexity|fontWeight|innerStroke,0.59,0.69,0.6,0.6,0.89,0,0,0.31,0.22,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0081,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,15,improve,0,critical,20,50,critical,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,8,14,16,0,0,0,0,3,7,0,0,2.5,0,50.5,kanjiComplexity|fontWeight|characterCount,0.83,0.83,0.85,0.85,0.33,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0082,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,65,improve,108,good,100,50,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,8,14,16,0,0,0,0,3,7,0,0,2.5,0,50.5,kanjiComplexity|fontWeight|characterCount,0.83,0.84,0.85,0.85,0.33,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0083,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,15,improve,0,critical,20,50,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,8,14,16,0,0,0,0,3,7,0,0,2.5,0,50.5,kanjiComplexity|fontWeight|characterCount,0.83,0.84,0.85,0.85,0.33,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0084,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,65,improve,108,good,100,50,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,0,0,0,3,7,0,0,2.5,0,50.5,kanjiComplexity|fontWeight|characterCount,0.83,0.85,0.85,0.85,0.33,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0085,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,55,improve,108,good,100,29,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,14,7,0,3,7,0,0,2.5,0,71.5,kanjiComplexity|fontWeight|innerStroke,0.83,0.87,0.85,0.85,0.33,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0086,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,30,improve,0,critical,20,60,critical,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,8,14,16,0,0,0,0,0,0,0,0,2.5,0,40.5,kanjiComplexity|fontWeight|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0087,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,69,improve,108,good,100,60,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,8,14,16,0,0,0,0,0,0,0,0,2.5,0,40.5,kanjiComplexity|fontWeight|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0088,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,30,improve,0,critical,20,60,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,8,14,16,0,0,0,0,0,0,0,0,2.5,0,40.5,kanjiComplexity|fontWeight|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0089,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,108,good,100,60,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,0,0,0,0,0,0,0,2.5,0,40.5,kanjiComplexity|fontWeight|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0090,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,60,improve,108,good,100,39,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,14,7,0,0,0,0,0,2.5,0,61.5,kanjiComplexity|fontWeight|innerStroke,0.98,0.98,1,1,0,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0091,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,17,improve,0,critical,20,53,critical,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,8,14,16,0,0,0,0,7,0,0,0,2.5,0,47.5,kanjiComplexity|fontWeight|characterCount,1.17,1.17,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0092,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,67,improve,108,good,100,53,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,8,14,16,0,0,0,0,7,0,0,0,2.5,0,47.5,kanjiComplexity|fontWeight|characterCount,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0093,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,17,improve,0,critical,20,53,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,8,14,16,0,0,0,0,7,0,0,0,2.5,0,47.5,kanjiComplexity|fontWeight|characterCount,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0094,metric-rules-v1.3.0,確認,中,3,15,2,0,#FFFFFF,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,67,improve,108,good,100,53,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,8,14,16,0,0,0,0,7,0,0,0,2.5,0,47.5,kanjiComplexity|fontWeight|characterCount,1.17,1.15,1.2,1.2,0.44,0,0,0.31,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
